click_id,user_id,item_id,clicked_at
735,7,2,2024-08-06 21:05:42
736,21,5,2024-08-17 08:30:32
737,7,1,2024-02-27 08:49:12
738,35,4,2024-04-04 18:34:45
739,85,4,2024-05-15 12:48:45
740,63,5,2024-08-21 14:35:07
741,57,4,2024-04-15 16:11:17
742,35,2,2024-04-01 10:46:35
743,97,5,2024-07-06 19:31:43
744,15,3,2024-09-10 10:10:44
745,56,1,2024-02-04 13:30:32
746,37,5,2024-06-11 21:39:26
747,63,5,2024-02-26 12:31:02
748,86,3,2024-05-17 12:57:19
749,6,2,2024-06-07 00:48:32
750,51,5,2024-07-31 12:17:50
751,8,1,2024-01-09 02:26:18
752,27,3,2024-06-17 23:44:45
753,28,2,2024-07-26 10:18:43
754,98,3,2024-08-02 07:06:25
755,38,3,2024-04-06 13:23:50
756,16,1,2024-05-19 03:56:56
757,64,4,2024-05-07 07:07:32
758,23,2,2024-02-03 20:15:12
759,49,5,2024-04-01 19:06:06
760,91,2,2024-01-02 11:41:28
761,65,5,2024-02-15 19:38:41
762,86,3,2024-09-06 05:17:45
763,10,4,2024-02-10 19:17:34
764,95,1,2024-07-22 06:31:31
765,56,1,2024-03-21 15:49:37
766,59,1,2024-02-21 16:33:04
767,41,5,2024-03-19 17:43:18
768,55,5,2024-08-14 21:23:23
769,52,4,2024-04-02 15:55:18
770,38,1,2024-05-12 15:42:32
771,52,1,2024-07-25 12:10:59
772,42,2,2024-07-27 03:07:37
773,80,4,2024-02-02 19:48:21
774,89,3,2024-07-23 04:37:55
775,12,4,2024-03-15 13:24:15
776,14,2,2024-07-23 11:16:48
777,56,5,2024-06-11 16:11:44
778,52,5,2024-08-09 18:19:42
779,11,4,2024-05-18 16:26:39
780,40,3,2024-01-21 16:56:45
781,29,3,2024-02-20 11:54:30
782,100,2,2024-09-01 22:30:27
783,10,5,2024-07-18 17:47:46
784,82,1,2024-02-24 22:05:13
785,68,5,2024-01-25 15:37:06
786,25,3,2024-08-20 00:51:14
787,45,2,2024-02-03 03:53:12
788,31,1,2024-01-27 12:11:37
789,19,3,2024-07-13 23:42:09
790,26,2,2024-07-07 14:26:37
791,78,2,2024-08-05 03:43:35
792,98,1,2024-02-26 17:43:21
793,23,4,2024-05-09 03:44:52
794,60,5,2024-02-10 23:12:37
795,98,5,2024-01-07 16:34:05
796,58,5,2024-08-29 16:31:36
797,83,5,2024-08-16 10:08:40
798,42,3,2024-05-12 21:04:33
799,20,4,2024-08-30 17:08:49
800,9,4,2024-05-20 13:20:59
801,57,3,2024-06-27 16:23:31
802,36,5,2024-03-21 21:05:12
803,8,3,2024-03-05 22:47:11
804,65,1,2024-02-13 17:59:09
805,40,4,2024-09-03 08:05:56
806,58,1,2024-06-22 05:34:03
807,8,3,2024-02-09 15:55:57
808,37,1,2024-07-08 15:42:40
809,83,1,2024-08-03 00:59:49
810,79,5,2024-06-17 17:42:02
811,65,4,2024-04-29 05:27:22
812,60,5,2024-03-06 04:35:52
813,71,1,2024-07-06 11:39:03
814,58,5,2024-04-28 06:54:41
815,84,2,2024-05-24 18:42:10
816,42,5,2024-02-28 02:09:20
817,61,5,2024-05-13 18:03:02
818,20,1,2024-09-08 01:42:24
819,58,1,2024-08-23 03:18:43
820,44,1,2024-04-27 07:47:38
821,65,2,2024-06-18 21:19:27
822,6,2,2024-08-16 02:20:15
823,91,4,2024-02-22 19:55:51
824,57,5,2024-04-28 16:31:50
825,67,5,2024-02-06 11:55:28
826,21,3,2024-05-24 08:12:18
827,48,3,2024-05-10 18:14:24
828,50,4,2024-04-10 17:47:48
829,100,3,2024-05-20 04:32:01
830,87,5,2024-01-27 19:46:48
831,7,3,2024-05-30 12:03:57
832,9,3,2024-03-28 22:50:25
833,13,5,2024-08-18 20:23:53
834,87,4,2024-06-24 12:00:26
835,37,3,2024-08-11 14:34:01
836,93,5,2024-09-05 05:05:06
837,20,3,2024-08-23 05:10:57
838,11,5,2024-08-19 13:35:56
839,85,2,2024-01-18 23:40:50
840,45,3,2024-02-04 13:48:56
841,84,4,2024-06-19 04:11:20
842,17,5,2024-01-12 07:06:49
843,91,1,2024-07-11 12:14:10
844,40,5,2024-01-13 17:54:36
845,49,3,2024-07-05 20:05:32
846,17,5,2024-02-13 00:17:02
847,12,4,2024-02-02 22:30:37
848,66,3,2024-07-29 04:38:02
849,3,3,2024-07-28 02:23:54
850,40,2,2024-04-13 07:46:29
851,28,3,2024-01-30 01:20:56
852,99,4,2024-07-19 18:52:43
853,25,2,2024-07-14 06:33:56
854,18,2,2024-02-09 18:04:45
855,10,3,2024-04-19 17:50:50
856,13,5,2024-02-28 20:53:18
857,99,5,2024-05-14 22:24:38
858,95,5,2024-02-07 19:55:13
859,5,3,2024-01-02 16:04:31
860,99,5,2024-07-27 18:13:43
861,17,5,2024-03-23 09:35:38
862,49,2,2024-07-07 15:11:44
863,21,2,2024-08-15 17:51:23
864,89,5,2024-02-14 00:45:56
865,22,4,2024-01-15 19:54:18
866,6,4,2024-07-12 08:17:18
867,47,2,2024-01-13 11:48:14
868,57,5,2024-03-13 08:17:29
869,37,4,2024-07-02 01:00:37
870,30,5,2024-07-10 14:04:40
871,31,3,2024-05-06 14:17:15
872,61,2,2024-05-31 22:40:15
873,48,5,2024-02-19 02:44:31
874,57,4,2024-07-10 14:53:34
875,99,3,2024-06-04 17:03:34
876,100,4,2024-09-10 16:36:23
877,65,5,2024-04-22 23:44:07
878,54,2,2024-08-17 23:53:55
879,26,5,2024-04-20 15:35:06
880,18,3,2024-09-12 17:42:52
881,7,4,2024-04-11 02:48:38
882,48,5,2024-06-03 04:32:08
883,14,5,2024-01-11 00:24:54
884,16,3,2024-06-27 05:10:45
885,11,2,2024-05-12 07:29:21
886,35,4,2024-03-08 10:12:08
887,66,2,2024-01-04 13:30:18
888,56,1,2024-07-18 00:35:23
889,29,4,2024-05-08 00:57:43
890,45,1,2024-06-03 01:14:30
891,54,1,2024-05-19 13:19:44
892,51,5,2024-01-01 13:15:56
893,48,2,2024-01-09 17:32:38
894,50,1,2024-03-25 12:08:13
895,48,2,2024-02-14 15:20:14
896,4,3,2024-03-12 13:13:52
897,13,3,2024-04-03 15:20:20
898,19,2,2024-07-05 01:29:38
899,5,3,2024-08-18 00:05:30
900,61,2,2024-03-20 19:39:38
901,98,4,2024-08-12 11:52:00
902,58,5,2024-01-12 01:38:04
903,1,1,2024-01-31 03:08:16
904,3,3,2024-02-24 21:54:19
905,28,2,2024-09-01 21:59:19
906,71,5,2024-09-08 20:00:20
907,68,4,2024-09-03 20:50:15
908,15,3,2024-06-15 05:44:36
909,31,3,2024-05-09 10:40:46
910,16,1,2024-03-08 20:48:38
911,31,4,2024-06-24 22:36:57
912,82,5,2024-04-18 01:08:02
913,59,1,2024-06-09 18:18:46
914,15,4,2024-04-14 19:59:10
915,77,5,2024-04-02 18:02:45
916,3,5,2024-08-17 17:33:27
917,74,2,2024-06-25 15:28:43
918,92,2,2024-06-19 12:24:01
919,38,4,2024-08-22 16:52:50
920,1,5,2024-01-19 16:18:14
921,46,2,2024-03-10 05:51:19
922,74,4,2024-07-24 16:42:13
923,24,1,2024-08-07 04:45:45
924,68,3,2024-03-17 15:12:05
925,9,5,2024-05-17 05:09:30
926,70,5,2024-06-14 17:22:38
927,65,5,2024-06-19 20:44:42
928,3,4,2024-04-10 16:19:39
929,61,1,2024-05-26 07:02:21
930,82,4,2024-04-10 06:28:25
931,48,3,2024-08-24 10:17:33
932,96,1,2024-03-11 14:32:20
933,46,1,2024-04-30 16:22:57
934,45,2,2024-02-21 13:00:21
935,94,1,2024-05-16 21:59:57
936,99,5,2024-03-23 14:27:29
937,95,3,2024-05-02 10:19:47
938,18,1,2024-09-02 16:27:08
939,46,5,2024-01-25 11:51:18
940,44,2,2024-08-26 21:49:01
941,100,4,2024-01-30 23:34:31
942,90,4,2024-04-29 23:30:10
943,81,2,2024-03-14 18:48:52
944,18,1,2024-06-29 14:42:46
945,92,4,2024-02-13 14:11:54
946,5,3,2024-01-05 02:20:22
947,26,1,2024-02-24 07:15:08
948,26,1,2024-09-04 20:51:12
949,41,3,2024-03-29 02:41:01
950,66,4,2024-06-25 09:31:29
951,70,4,2024-03-08 07:36:07
952,33,1,2024-07-27 15:41:21
953,97,2,2024-08-04 07:14:04
954,37,3,2024-06-25 01:59:30
955,100,1,2024-02-29 00:15:26
956,84,3,2024-05-21 02:47:12
957,35,1,2024-07-02 10:45:03
958,48,4,2024-01-03 05:10:29
959,52,4,2024-06-11 01:51:20
960,50,3,2024-05-10 20:45:10
961,24,4,2024-07-27 21:03:30
962,89,4,2024-05-19 07:55:40
963,48,5,2024-08-28 21:55:36
964,35,1,2024-05-18 03:22:35
965,94,4,2024-05-02 08:41:27
966,11,4,2024-03-05 22:19:09
967,78,2,2024-07-08 01:39:46
968,70,3,2024-01-07 05:42:10
969,42,1,2024-05-26 08:40:38
970,11,3,2024-03-01 14:54:11
971,85,3,2024-03-02 02:57:01
972,40,4,2024-05-20 13:52:40
973,78,4,2024-06-30 23:07:07
974,22,4,2024-02-29 20:18:03
975,45,4,2024-08-27 09:51:56
976,6,3,2024-05-18 09:21:18
977,79,4,2024-02-26 21:31:33
978,36,1,2024-08-13 17:19:08
979,10,4,2024-08-17 22:51:36
980,47,5,2024-02-17 01:46:34
981,96,2,2024-08-12 02:32:15
982,4,2,2024-06-04 20:49:03
983,78,4,2024-06-02 18:07:30
984,5,2,2024-03-30 09:49:32
985,9,2,2024-08-18 19:15:39
986,100,3,2024-03-10 00:40:36
987,47,4,2024-06-23 03:12:49
988,73,1,2024-02-22 04:45:04
989,78,2,2024-01-06 05:44:21
990,87,4,2024-09-01 11:13:17
991,48,3,2024-04-14 14:35:59
992,57,1,2024-07-30 08:26:50
993,74,2,2024-02-14 16:34:33
994,68,3,2024-05-09 11:11:10
995,51,3,2024-03-01 14:42:41
996,84,3,2024-02-04 16:12:31
997,32,1,2024-08-21 02:29:37
998,4,2,2024-09-04 08:14:02
999,64,5,2024-01-26 12:18:05
1000,50,5,2024-01-27 15:34:46
